px,item,order,lifetime,tense,congruence,tt,gaze,rpd,region,region_num,rating,condition,rt_value,bio,critical,rating_px
1,78,55,dead,Present Perfect,Incongruent,359,359,359,verb+3,5,7,deadPP,1800,Greta Garbo was a Swedish-American actor. She died in New York.,"She *has worked* with important* famous actors *in the past*, apparently.",3
1,78,55,dead,Present Perfect,Incongruent,NA,NA,NA,verb+4,6,7,deadPP,1800,Greta Garbo was a Swedish-American actor. She died in New York.,"She *has worked* with important* famous actors *in the past*, apparently.",3
1,78,55,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,7,deadPP,1800,Greta Garbo was a Swedish-American actor. She died in New York.,"She *has worked* with important* famous actors *in the past*, apparently.",3
1,48,57,dead,Simple Future,Incongruent,NA,NA,NA,verb-1,1,1,deadSF,1110,Coco Chanel was a French personality. She died in Paris.,"She *will sell* popular* perfumes *in the future*, no doubt.",3
1,48,57,dead,Simple Future,Incongruent,377,377,377,verb,2,1,deadSF,1110,Coco Chanel was a French personality. She died in Paris.,"She *will sell* popular* perfumes *in the future*, no doubt.",3
1,48,57,dead,Simple Future,Incongruent,179,179,179,verb+1,3,1,deadSF,1110,Coco Chanel was a French personality. She died in Paris.,"She *will sell* popular* perfumes *in the future*, no doubt.",3
1,48,57,dead,Simple Future,Incongruent,240,240,240,verb+2,4,1,deadSF,1110,Coco Chanel was a French personality. She died in Paris.,"She *will sell* popular* perfumes *in the future*, no doubt.",3
1,48,57,dead,Simple Future,Incongruent,146,146,146,verb+3,5,1,deadSF,1110,Coco Chanel was a French personality. She died in Paris.,"She *will sell* popular* perfumes *in the future*, no doubt.",3
1,48,57,dead,Simple Future,Incongruent,117,117,117,verb+4,6,1,deadSF,1110,Coco Chanel was a French personality. She died in Paris.,"She *will sell* popular* perfumes *in the future*, no doubt.",3
1,48,57,dead,Simple Future,Incongruent,NA,NA,NA,end,7,1,deadSF,1110,Coco Chanel was a French personality. She died in Paris.,"She *will sell* popular* perfumes *in the future*, no doubt.",3
1,22,60,dead,Present Perfect,Incongruent,NA,NA,NA,verb-1,1,7,deadPP,1187,David Bowie was a British singer. He died in New York.,"He *has played* numerous* concerts *in the past*, so it's said.",3
1,22,60,dead,Present Perfect,Incongruent,537,252,252,verb,2,7,deadPP,1187,David Bowie was a British singer. He died in New York.,"He *has played* numerous* concerts *in the past*, so it's said.",3
1,22,60,dead,Present Perfect,Incongruent,183,183,183,verb+1,3,7,deadPP,1187,David Bowie was a British singer. He died in New York.,"He *has played* numerous* concerts *in the past*, so it's said.",3
1,22,60,dead,Present Perfect,Incongruent,153,153,153,verb+2,4,7,deadPP,1187,David Bowie was a British singer. He died in New York.,"He *has played* numerous* concerts *in the past*, so it's said.",3
1,22,60,dead,Present Perfect,Incongruent,137,137,137,verb+3,5,7,deadPP,1187,David Bowie was a British singer. He died in New York.,"He *has played* numerous* concerts *in the past*, so it's said.",3
1,22,60,dead,Present Perfect,Incongruent,192,192,477,verb+4,6,7,deadPP,1187,David Bowie was a British singer. He died in New York.,"He *has played* numerous* concerts *in the past*, so it's said.",3
1,22,60,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,7,deadPP,1187,David Bowie was a British singer. He died in New York.,"He *has played* numerous* concerts *in the past*, so it's said.",3
1,18,62,dead,Present Perfect,Incongruent,NA,NA,NA,verb-1,1,7,deadPP,1697,Audrey Hepburn was a British actor. She died in Switzerland.,"She *has played* in prominent* theatres *in the past*, supposedly.",3
1,18,62,dead,Present Perfect,Incongruent,353,353,353,verb,2,7,deadPP,1697,Audrey Hepburn was a British actor. She died in Switzerland.,"She *has played* in prominent* theatres *in the past*, supposedly.",3
1,18,62,dead,Present Perfect,Incongruent,429,272,272,verb+1,3,7,deadPP,1697,Audrey Hepburn was a British actor. She died in Switzerland.,"She *has played* in prominent* theatres *in the past*, supposedly.",3
1,18,62,dead,Present Perfect,Incongruent,313,313,313,verb+2,4,7,deadPP,1697,Audrey Hepburn was a British actor. She died in Switzerland.,"She *has played* in prominent* theatres *in the past*, supposedly.",3
1,18,62,dead,Present Perfect,Incongruent,379,180,536,verb+3,5,7,deadPP,1697,Audrey Hepburn was a British actor. She died in Switzerland.,"She *has played* in prominent* theatres *in the past*, supposedly.",3
1,18,62,dead,Present Perfect,Incongruent,NA,NA,NA,verb+4,6,7,deadPP,1697,Audrey Hepburn was a British actor. She died in Switzerland.,"She *has played* in prominent* theatres *in the past*, supposedly.",3
1,18,62,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,7,deadPP,1697,Audrey Hepburn was a British actor. She died in Switzerland.,"She *has played* in prominent* theatres *in the past*, supposedly.",3
1,51,65,living,Simple Future,Congruent,NA,NA,NA,verb-1,1,7,livingSF,1835,Lin-Manuel Miranda is an American actor. He lives in New York.,"He *will star* in critically acclaimed* musicals *in the future*, no doubt.",3
1,51,65,living,Simple Future,Congruent,370,370,370,verb,2,7,livingSF,1835,Lin-Manuel Miranda is an American actor. He lives in New York.,"He *will star* in critically acclaimed* musicals *in the future*, no doubt.",3
1,51,65,living,Simple Future,Congruent,342,342,342,verb+1,3,7,livingSF,1835,Lin-Manuel Miranda is an American actor. He lives in New York.,"He *will star* in critically acclaimed* musicals *in the future*, no doubt.",3
1,51,65,living,Simple Future,Congruent,100,100,100,verb+2,4,7,livingSF,1835,Lin-Manuel Miranda is an American actor. He lives in New York.,"He *will star* in critically acclaimed* musicals *in the future*, no doubt.",3
1,51,65,living,Simple Future,Congruent,668,668,668,verb+3,5,7,livingSF,1835,Lin-Manuel Miranda is an American actor. He lives in New York.,"He *will star* in critically acclaimed* musicals *in the future*, no doubt.",3
1,51,65,living,Simple Future,Congruent,NA,NA,NA,verb+4,6,7,livingSF,1835,Lin-Manuel Miranda is an American actor. He lives in New York.,"He *will star* in critically acclaimed* musicals *in the future*, no doubt.",3
1,51,65,living,Simple Future,Congruent,NA,NA,NA,end,7,7,livingSF,1835,Lin-Manuel Miranda is an American actor. He lives in New York.,"He *will star* in critically acclaimed* musicals *in the future*, no doubt.",3
1,26,68,dead,Present Perfect,Incongruent,NA,NA,NA,verb-1,1,7,deadPP,2404,Carrie Fischer was an American actor. She died in Los Angeles.,"She *has received* well-deserved* Oscar nominations *in the past*, so it's said.",3
1,26,68,dead,Present Perfect,Incongruent,586,503,503,verb,2,7,deadPP,2404,Carrie Fischer was an American actor. She died in Los Angeles.,"She *has received* well-deserved* Oscar nominations *in the past*, so it's said.",3
1,26,68,dead,Present Perfect,Incongruent,760,217,217,verb+1,3,7,deadPP,2404,Carrie Fischer was an American actor. She died in Los Angeles.,"She *has received* well-deserved* Oscar nominations *in the past*, so it's said.",3
1,26,68,dead,Present Perfect,Incongruent,364,255,255,verb+2,4,7,deadPP,2404,Carrie Fischer was an American actor. She died in Los Angeles.,"She *has received* well-deserved* Oscar nominations *in the past*, so it's said.",3
1,26,68,dead,Present Perfect,Incongruent,195,195,195,verb+3,5,7,deadPP,2404,Carrie Fischer was an American actor. She died in Los Angeles.,"She *has received* well-deserved* Oscar nominations *in the past*, so it's said.",3
1,26,68,dead,Present Perfect,Incongruent,109,109,844,verb+4,6,7,deadPP,2404,Carrie Fischer was an American actor. She died in Los Angeles.,"She *has received* well-deserved* Oscar nominations *in the past*, so it's said.",3
1,26,68,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,7,deadPP,2404,Carrie Fischer was an American actor. She died in Los Angeles.,"She *has received* well-deserved* Oscar nominations *in the past*, so it's said.",3
1,19,70,living,Simple Future,Congruent,NA,NA,NA,verb-1,1,6,livingSF,2047,David Beckham is a British athlete. He lives in Miami.,"He *will play* on prominent* football teams *in the future*, supposedly.",3
1,19,70,living,Simple Future,Congruent,314,314,314,verb,2,6,livingSF,2047,David Beckham is a British athlete. He lives in Miami.,"He *will play* on prominent* football teams *in the future*, supposedly.",3
1,19,70,living,Simple Future,Congruent,367,367,367,verb+1,3,6,livingSF,2047,David Beckham is a British athlete. He lives in Miami.,"He *will play* on prominent* football teams *in the future*, supposedly.",3
1,19,70,living,Simple Future,Congruent,139,139,139,verb+2,4,6,livingSF,2047,David Beckham is a British athlete. He lives in Miami.,"He *will play* on prominent* football teams *in the future*, supposedly.",3
1,19,70,living,Simple Future,Congruent,539,308,308,verb+3,5,6,livingSF,2047,David Beckham is a British athlete. He lives in Miami.,"He *will play* on prominent* football teams *in the future*, supposedly.",3
1,19,70,living,Simple Future,Congruent,282,282,513,verb+4,6,6,livingSF,2047,David Beckham is a British athlete. He lives in Miami.,"He *will play* on prominent* football teams *in the future*, supposedly.",3
1,19,70,living,Simple Future,Congruent,NA,NA,NA,end,7,6,livingSF,2047,David Beckham is a British athlete. He lives in Miami.,"He *will play* on prominent* football teams *in the future*, supposedly.",3
1,67,73,living,Simple Future,Congruent,NA,NA,NA,verb-1,1,4,livingSF,3707,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He *will write* well-known* film scripts *in the future*, apparently.",3
1,67,73,living,Simple Future,Congruent,189,189,189,verb,2,4,livingSF,3707,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He *will write* well-known* film scripts *in the future*, apparently.",3
1,67,73,living,Simple Future,Congruent,1011,150,470,verb+1,3,4,livingSF,3707,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He *will write* well-known* film scripts *in the future*, apparently.",3
1,67,73,living,Simple Future,Congruent,1436,345,345,verb+2,4,4,livingSF,3707,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He *will write* well-known* film scripts *in the future*, apparently.",3
1,67,73,living,Simple Future,Congruent,389,389,2210,verb+3,5,4,livingSF,3707,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He *will write* well-known* film scripts *in the future*, apparently.",3
1,67,73,living,Simple Future,Congruent,NA,NA,NA,verb+4,6,4,livingSF,3707,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He *will write* well-known* film scripts *in the future*, apparently.",3
1,67,73,living,Simple Future,Congruent,NA,NA,NA,end,7,4,livingSF,3707,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He *will write* well-known* film scripts *in the future*, apparently.",3
1,46,75,dead,Present Perfect,Incongruent,NA,NA,NA,verb-1,1,5,deadPP,3814,Charlie Chaplin was a British director. He died in Switzerland.,"He *has sold* popular* screenplays *in the past*, no doubt.",3
1,46,75,dead,Present Perfect,Incongruent,1507,565,565,verb,2,5,deadPP,3814,Charlie Chaplin was a British director. He died in Switzerland.,"He *has sold* popular* screenplays *in the past*, no doubt.",3
1,46,75,dead,Present Perfect,Incongruent,413,90,90,verb+1,3,5,deadPP,3814,Charlie Chaplin was a British director. He died in Switzerland.,"He *has sold* popular* screenplays *in the past*, no doubt.",3
1,46,75,dead,Present Perfect,Incongruent,658,120,444,verb+2,4,5,deadPP,3814,Charlie Chaplin was a British director. He died in Switzerland.,"He *has sold* popular* screenplays *in the past*, no doubt.",3
1,46,75,dead,Present Perfect,Incongruent,563,398,2132,verb+3,5,5,deadPP,3814,Charlie Chaplin was a British director. He died in Switzerland.,"He *has sold* popular* screenplays *in the past*, no doubt.",3
1,46,75,dead,Present Perfect,Incongruent,NA,NA,NA,verb+4,6,5,deadPP,3814,Charlie Chaplin was a British director. He died in Switzerland.,"He *has sold* popular* screenplays *in the past*, no doubt.",3
1,46,75,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,5,deadPP,3814,Charlie Chaplin was a British director. He died in Switzerland.,"He *has sold* popular* screenplays *in the past*, no doubt.",3
1,58,78,dead,Present Perfect,Incongruent,NA,NA,NA,verb-1,1,6,deadPP,2368,Heath Ledger was an Australian actor. He died in New York.,"He *has won* well-deserved* Oscars *in the past*, no doubt.",3
1,58,78,dead,Present Perfect,Incongruent,531,358,358,verb,2,6,deadPP,2368,Heath Ledger was an Australian actor. He died in New York.,"He *has won* well-deserved* Oscars *in the past*, no doubt.",3
1,58,78,dead,Present Perfect,Incongruent,471,283,283,verb+1,3,6,deadPP,2368,Heath Ledger was an Australian actor. He died in New York.,"He *has won* well-deserved* Oscars *in the past*, no doubt.",3
1,58,78,dead,Present Perfect,Incongruent,205,205,205,verb+2,4,6,deadPP,2368,Heath Ledger was an Australian actor. He died in New York.,"He *has won* well-deserved* Oscars *in the past*, no doubt.",3
1,58,78,dead,Present Perfect,Incongruent,340,229,229,verb+3,5,6,deadPP,2368,Heath Ledger was an Australian actor. He died in New York.,"He *has won* well-deserved* Oscars *in the past*, no doubt.",3
1,58,78,dead,Present Perfect,Incongruent,241,129,942,verb+4,6,6,deadPP,2368,Heath Ledger was an Australian actor. He died in New York.,"He *has won* well-deserved* Oscars *in the past*, no doubt.",3
1,58,78,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,6,deadPP,2368,Heath Ledger was an Australian actor. He died in New York.,"He *has won* well-deserved* Oscars *in the past*, no doubt.",3
1,75,81,living,Simple Future,Congruent,NA,NA,NA,verb-1,1,6,livingSF,997,Kanye West is an American rapper. He lives in Los Angeles.,"He *will work* with well-known* rappers *in the future*, apparently.",3
1,75,81,living,Simple Future,Congruent,282,282,282,verb,2,6,livingSF,997,Kanye West is an American rapper. He lives in Los Angeles.,"He *will work* with well-known* rappers *in the future*, apparently.",3
1,75,81,living,Simple Future,Congruent,215,215,215,verb+1,3,6,livingSF,997,Kanye West is an American rapper. He lives in Los Angeles.,"He *will work* with well-known* rappers *in the future*, apparently.",3
1,75,81,living,Simple Future,Congruent,225,225,225,verb+2,4,6,livingSF,997,Kanye West is an American rapper. He lives in Los Angeles.,"He *will work* with well-known* rappers *in the future*, apparently.",3
1,75,81,living,Simple Future,Congruent,125,125,125,verb+3,5,6,livingSF,997,Kanye West is an American rapper. He lives in Los Angeles.,"He *will work* with well-known* rappers *in the future*, apparently.",3
