px_code,trial,item,lifetime,tense,congruence,region,region_text,gaze,rpd,tt,first_fix,reg_in,reg_out,rt_ms,rating,bio,critical
P312,70,19,living,SF,+CON,verb-1,He,NA,NA,NA,0,0,0,2047,6,David Beckham is a British athlete. He lives in Miami.,"He will play on prominent football teams in the future, supposedly."
P312,70,19,living,SF,+CON,verb,will play,314,314,314,183,0,0,2047,6,David Beckham is a British athlete. He lives in Miami.,"He will play on prominent football teams in the future, supposedly."
P312,70,19,living,SF,+CON,verb+1,on prominent,367,367,367,144,0,0,2047,6,David Beckham is a British athlete. He lives in Miami.,"He will play on prominent football teams in the future, supposedly."
P312,70,19,living,SF,+CON,verb+2,football teams,139,139,139,139,0,0,2047,6,David Beckham is a British athlete. He lives in Miami.,"He will play on prominent football teams in the future, supposedly."
P312,70,19,living,SF,+CON,verb+3,in the future,308,308,539,101,1,0,2047,6,David Beckham is a British athlete. He lives in Miami.,"He will play on prominent football teams in the future, supposedly."
P312,70,19,living,SF,+CON,verb+4,supposedly.,282,513,282,282,0,1,2047,6,David Beckham is a British athlete. He lives in Miami.,"He will play on prominent football teams in the future, supposedly."
P312,73,67,living,SF,+CON,verb-1,He,NA,NA,NA,0,0,0,3707,4,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P312,73,67,living,SF,+CON,verb,will write,189,189,189,189,1,0,3707,4,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P312,73,67,living,SF,+CON,verb+1,well-known,150,470,1011,150,1,1,3707,4,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P312,73,67,living,SF,+CON,verb+2,film scripts,345,345,1436,176,1,0,3707,4,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P312,73,67,living,SF,+CON,verb+3,in the future,389,2210,389,389,0,1,3707,4,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P312,73,67,living,SF,+CON,verb+4,apparently.,NA,NA,NA,0,0,0,3707,4,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P312,75,46,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,3814,5,Charlie Chaplin was a British director. He died in Switzerland.,"He has sold popular screenplays in the past, no doubt."
P312,75,46,dead,PP,-CON,verb,has sold,565,565,1507,276,1,0,3814,5,Charlie Chaplin was a British director. He died in Switzerland.,"He has sold popular screenplays in the past, no doubt."
P312,75,46,dead,PP,-CON,verb+1,popular,90,90,413,90,1,0,3814,5,Charlie Chaplin was a British director. He died in Switzerland.,"He has sold popular screenplays in the past, no doubt."
P312,75,46,dead,PP,-CON,verb+2,screenplays,120,444,658,120,0,1,3814,5,Charlie Chaplin was a British director. He died in Switzerland.,"He has sold popular screenplays in the past, no doubt."
P312,75,46,dead,PP,-CON,verb+3,in the past,398,2132,563,398,0,1,3814,5,Charlie Chaplin was a British director. He died in Switzerland.,"He has sold popular screenplays in the past, no doubt."
P312,75,46,dead,PP,-CON,verb+4,no doubt.,NA,NA,NA,0,0,0,3814,5,Charlie Chaplin was a British director. He died in Switzerland.,"He has sold popular screenplays in the past, no doubt."
P312,78,58,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,2368,6,Heath Ledger was an Australian actor. He died in New York.,"He has won well-deserved Oscars in the past, no doubt."
P312,78,58,dead,PP,-CON,verb,has won,358,358,531,162,1,0,2368,6,Heath Ledger was an Australian actor. He died in New York.,"He has won well-deserved Oscars in the past, no doubt."
P312,78,58,dead,PP,-CON,verb+1,well-deserved,283,283,471,147,1,0,2368,6,Heath Ledger was an Australian actor. He died in New York.,"He has won well-deserved Oscars in the past, no doubt."
P312,78,58,dead,PP,-CON,verb+2,Oscars,205,205,205,205,0,0,2368,6,Heath Ledger was an Australian actor. He died in New York.,"He has won well-deserved Oscars in the past, no doubt."
P312,78,58,dead,PP,-CON,verb+3,in the past,229,229,340,229,1,0,2368,6,Heath Ledger was an Australian actor. He died in New York.,"He has won well-deserved Oscars in the past, no doubt."
P312,78,58,dead,PP,-CON,verb+4,no doubt.,129,942,241,129,0,1,2368,6,Heath Ledger was an Australian actor. He died in New York.,"He has won well-deserved Oscars in the past, no doubt."
P312,81,75,living,SF,+CON,verb-1,He,NA,NA,NA,0,0,0,997,6,Kanye West is an American rapper. He lives in Los Angeles.,"He will work with well-known rappers in the future, apparently."
P312,81,75,living,SF,+CON,verb,will work,282,282,282,142,0,0,997,6,Kanye West is an American rapper. He lives in Los Angeles.,"He will work with well-known rappers in the future, apparently."
P312,81,75,living,SF,+CON,verb+1,with well-known,215,215,215,215,0,0,997,6,Kanye West is an American rapper. He lives in Los Angeles.,"He will work with well-known rappers in the future, apparently."
P312,81,75,living,SF,+CON,verb+2,rappers,225,225,225,118,0,0,997,6,Kanye West is an American rapper. He lives in Los Angeles.,"He will work with well-known rappers in the future, apparently."
P312,81,75,living,SF,+CON,verb+3,in the future,125,125,125,125,0,0,997,6,Kanye West is an American rapper. He lives in Los Angeles.,"He will work with well-known rappers in the future, apparently."
P312,81,75,living,SF,+CON,verb+4,apparently.,458,458,458,458,0,0,997,6,Kanye West is an American rapper. He lives in Los Angeles.,"He will work with well-known rappers in the future, apparently."
P312,83,73,living,PP,+CON,verb-1,She,NA,NA,NA,0,0,0,2452,6,Marine Le Pen is a French politician. She lives in Paris.,"She has worked with well-known campaign managers in the past, apparently."
P312,83,73,living,PP,+CON,verb,has worked,208,208,706,208,1,0,2452,6,Marine Le Pen is a French politician. She lives in Paris.,"She has worked with well-known campaign managers in the past, apparently."
P312,83,73,living,PP,+CON,verb+1,with well-known,285,285,425,149,0,0,2452,6,Marine Le Pen is a French politician. She lives in Paris.,"She has worked with well-known campaign managers in the past, apparently."
P312,83,73,living,PP,+CON,verb+2,campaign managers,472,1110,472,100,0,1,2452,6,Marine Le Pen is a French politician. She lives in Paris.,"She has worked with well-known campaign managers in the past, apparently."
P312,83,73,living,PP,+CON,verb+3,in the past,106,106,106,106,0,0,2452,6,Marine Le Pen is a French politician. She lives in Paris.,"She has worked with well-known campaign managers in the past, apparently."
P312,83,73,living,PP,+CON,verb+4,apparently.,NA,NA,NA,0,0,0,2452,6,Marine Le Pen is a French politician. She lives in Paris.,"She has worked with well-known campaign managers in the past, apparently."
P312,86,14,dead,PP,-CON,verb-1,She,NA,NA,NA,0,0,0,1707,6,Mary Tyler Moore was an American actor. She died in Connecticut.,"She has performed in well-received sitcoms in the past, supposedly."
P312,86,14,dead,PP,-CON,verb,has performed,482,482,482,154,0,0,1707,6,Mary Tyler Moore was an American actor. She died in Connecticut.,"She has performed in well-received sitcoms in the past, supposedly."
P312,86,14,dead,PP,-CON,verb+1,in well-received,221,221,532,125,1,0,1707,6,Mary Tyler Moore was an American actor. She died in Connecticut.,"She has performed in well-received sitcoms in the past, supposedly."
P312,86,14,dead,PP,-CON,verb+2,sitcoms,259,570,259,149,0,1,1707,6,Mary Tyler Moore was an American actor. She died in Connecticut.,"She has performed in well-received sitcoms in the past, supposedly."
P312,86,14,dead,PP,-CON,verb+3,in the past,NA,NA,NA,0,0,0,1707,6,Mary Tyler Moore was an American actor. She died in Connecticut.,"She has performed in well-received sitcoms in the past, supposedly."
P312,86,14,dead,PP,-CON,verb+4,supposedly.,NA,NA,NA,0,0,0,1707,6,Mary Tyler Moore was an American actor. She died in Connecticut.,"She has performed in well-received sitcoms in the past, supposedly."
P312,88,13,living,PP,+CON,verb-1,She,83,83,83,83,1,0,2610,6,Beyoncé is an American singer. She lives in Los Angeles.,"She has performed in prestigious arenas in the past, supposedly."
P312,88,13,living,PP,+CON,verb,has performed,152,613,1073,152,1,1,2610,6,Beyoncé is an American singer. She lives in Los Angeles.,"She has performed in prestigious arenas in the past, supposedly."
P312,88,13,living,PP,+CON,verb+1,in prestigious,305,305,443,126,0,0,2610,6,Beyoncé is an American singer. She lives in Los Angeles.,"She has performed in prestigious arenas in the past, supposedly."
P312,88,13,living,PP,+CON,verb+2,arenas,152,152,152,152,0,0,2610,6,Beyoncé is an American singer. She lives in Los Angeles.,"She has performed in prestigious arenas in the past, supposedly."
P312,88,13,living,PP,+CON,verb+3,in the past,156,156,156,156,0,0,2610,6,Beyoncé is an American singer. She lives in Los Angeles.,"She has performed in prestigious arenas in the past, supposedly."
P312,88,13,living,PP,+CON,verb+4,supposedly.,127,808,127,127,0,1,2610,6,Beyoncé is an American singer. She lives in Los Angeles.,"She has performed in prestigious arenas in the past, supposedly."
P312,91,60,dead,SF,-CON,verb-1,He,NA,NA,NA,0,0,0,923,1,Frank Sinatra was an American singer. He died in California.,"He will win well-deserved Grammy Awards in the future, no doubt."
P312,91,60,dead,SF,-CON,verb,will win,512,512,512,205,0,0,923,1,Frank Sinatra was an American singer. He died in California.,"He will win well-deserved Grammy Awards in the future, no doubt."
P312,91,60,dead,SF,-CON,verb+1,well-deserved,109,109,109,109,0,0,923,1,Frank Sinatra was an American singer. He died in California.,"He will win well-deserved Grammy Awards in the future, no doubt."
P312,91,60,dead,SF,-CON,verb+2,Grammy Awards,122,122,122,122,0,0,923,1,Frank Sinatra was an American singer. He died in California.,"He will win well-deserved Grammy Awards in the future, no doubt."
P312,91,60,dead,SF,-CON,verb+3,in the future,319,319,319,319,0,0,923,1,Frank Sinatra was an American singer. He died in California.,"He will win well-deserved Grammy Awards in the future, no doubt."
P312,91,60,dead,SF,-CON,verb+4,no doubt.,NA,NA,NA,0,0,0,923,1,Frank Sinatra was an American singer. He died in California.,"He will win well-deserved Grammy Awards in the future, no doubt."
P312,94,17,living,PP,+CON,verb-1,She,NA,NA,NA,0,0,0,2100,7,Katy Perry is an American singer. She lives in Los Angeles.,"She has played in notable stadiums in the past, supposedly."
P312,94,17,living,PP,+CON,verb,has played,344,344,618,160,1,0,2100,7,Katy Perry is an American singer. She lives in Los Angeles.,"She has played in notable stadiums in the past, supposedly."
P312,94,17,living,PP,+CON,verb+1,in notable,298,418,298,123,0,1,2100,7,Katy Perry is an American singer. She lives in Los Angeles.,"She has played in notable stadiums in the past, supposedly."
P312,94,17,living,PP,+CON,verb+2,stadiums,136,136,284,136,1,0,2100,7,Katy Perry is an American singer. She lives in Los Angeles.,"She has played in notable stadiums in the past, supposedly."
P312,94,17,living,PP,+CON,verb+3,in the past,297,599,297,297,0,1,2100,7,Katy Perry is an American singer. She lives in Los Angeles.,"She has played in notable stadiums in the past, supposedly."
P312,94,17,living,PP,+CON,verb+4,supposedly.,218,218,218,218,0,0,2100,7,Katy Perry is an American singer. She lives in Los Angeles.,"She has played in notable stadiums in the past, supposedly."
P312,96,64,dead,SF,-CON,verb-1,She,NA,NA,NA,0,0,0,1194,1,Elizabeth Taylor was a British-American actor. She died in Los Angeles.,"She will win well-deserved BAFTAs in the future, apparently."
P312,96,64,dead,SF,-CON,verb,will win,231,231,231,102,1,0,1194,1,Elizabeth Taylor was a British-American actor. She died in Los Angeles.,"She will win well-deserved BAFTAs in the future, apparently."
P312,96,64,dead,SF,-CON,verb+1,well-deserved,422,422,422,422,0,0,1194,1,Elizabeth Taylor was a British-American actor. She died in Los Angeles.,"She will win well-deserved BAFTAs in the future, apparently."
P312,96,64,dead,SF,-CON,verb+2,BAFTAs,210,863,210,210,0,1,1194,1,Elizabeth Taylor was a British-American actor. She died in Los Angeles.,"She will win well-deserved BAFTAs in the future, apparently."
P312,96,64,dead,SF,-CON,verb+3,in the future,130,130,130,130,0,0,1194,1,Elizabeth Taylor was a British-American actor. She died in Los Angeles.,"She will win well-deserved BAFTAs in the future, apparently."
P312,96,64,dead,SF,-CON,verb+4,apparently.,156,156,156,156,0,0,1194,1,Elizabeth Taylor was a British-American actor. She died in Los Angeles.,"She will win well-deserved BAFTAs in the future, apparently."
P312,99,29,living,PP,+CON,verb-1,He,175,175,175,175,1,0,1494,7,Ben Kingsley is a British actor. He lives in Oxfordshire.,"He has received prestigious acting awards in the past, so it's said."
P312,99,29,living,PP,+CON,verb,has received,161,336,296,161,1,1,1494,7,Ben Kingsley is a British actor. He lives in Oxfordshire.,"He has received prestigious acting awards in the past, so it's said."
P312,99,29,living,PP,+CON,verb+1,prestigious,220,355,220,220,0,1,1494,7,Ben Kingsley is a British actor. He lives in Oxfordshire.,"He has received prestigious acting awards in the past, so it's said."
P312,99,29,living,PP,+CON,verb+2,acting awards,322,322,322,154,0,0,1494,7,Ben Kingsley is a British actor. He lives in Oxfordshire.,"He has received prestigious acting awards in the past, so it's said."
P312,99,29,living,PP,+CON,verb+3,in the past,125,125,125,125,0,0,1494,7,Ben Kingsley is a British actor. He lives in Oxfordshire.,"He has received prestigious acting awards in the past, so it's said."
P312,99,29,living,PP,+CON,verb+4,so it's said.,110,110,110,110,0,0,1494,7,Ben Kingsley is a British actor. He lives in Oxfordshire.,"He has received prestigious acting awards in the past, so it's said."
P312,101,61,living,PP,+CON,verb-1,She,NA,NA,NA,0,0,0,1127,7,Dame Judy Dench is a British actor. She lives in London.,"She has won prestigious accolades in the past, apparently."
